id,bge_text,ticker,company_name,year,field_code,field_name,val,esg_bucket
FCX US Equity_2016_SA215,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2016: Number of Significant Spills (Code: SA215) = 33,FCX US Equity,Freeport-McMoRan Inc,2016,SA215,Number of Significant Spills,33,ES
FCX US Equity_2016_SA245,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2016: Grid Electricity Used (Code: SA245) = 11168.8,FCX US Equity,Freeport-McMoRan Inc,2016,SA245,Grid Electricity Used,11168.8,ES
FCX US Equity_2016_SA558,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2016: Company Claims Science-Based Emissions Targets (Code: SA558) = False,FCX US Equity,Freeport-McMoRan Inc,2016,SA558,Company Claims Science-Based Emissions Targets,False,ES
FCX US Equity_2016_SA559,"Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2016: Company Claims Net Zero Emissions
  Target (Code: SA559) = False",FCX US Equity,Freeport-McMoRan Inc,2016,SA559,"Company Claims Net Zero Emissions
  Target",False,ES
FCX US Equity_2017_ES007,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Nitrogen Oxide Emissions (Code: ES007) = 39.1,FCX US Equity,Freeport-McMoRan Inc,2017,ES007,Nitrogen Oxide Emissions,39.1,ES
FCX US Equity_2017_ES009,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: VOC Emissions (Code: ES009) = 8.8,FCX US Equity,Freeport-McMoRan Inc,2017,ES009,VOC Emissions,8.8,ES
FCX US Equity_2017_ES010,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Carbon Monoxide Emissions (Code: ES010) = 102.8,FCX US Equity,Freeport-McMoRan Inc,2017,ES010,Carbon Monoxide Emissions,102.8,ES
FCX US Equity_2017_ES013,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Particulate Emissions (Code: ES013) = 15.3,FCX US Equity,Freeport-McMoRan Inc,2017,ES013,Particulate Emissions,15.3,ES
FCX US Equity_2017_ES014,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Total Energy Consumption (Code: ES014) = 14865.1,FCX US Equity,Freeport-McMoRan Inc,2017,ES014,Total Energy Consumption,14865.1,ES
FCX US Equity_2017_ES019,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Hazardous Waste (Code: ES019) = 77.1,FCX US Equity,Freeport-McMoRan Inc,2017,ES019,Hazardous Waste,77.1,ES
FCX US Equity_2017_ES020,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Total Waste (Code: ES020) = 452745,FCX US Equity,Freeport-McMoRan Inc,2017,ES020,Total Waste,452745,ES
FCX US Equity_2017_ES033,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Amount of Environmental Fines (Code: ES033) = 0.32,FCX US Equity,Freeport-McMoRan Inc,2017,ES033,Amount of Environmental Fines,0.32,ES
FCX US Equity_2017_ES036,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Emissions Reduction Initiatives (Code: ES036) = False,FCX US Equity,Freeport-McMoRan Inc,2017,ES036,Emissions Reduction Initiatives,False,ES
FCX US Equity_2017_ES041,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Environmental Quality ManagementPolicy (Code: ES041) = True,FCX US Equity,Freeport-McMoRan Inc,2017,ES041,Environmental Quality ManagementPolicy,True,ES
FCX US Equity_2017_ES045,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Pct Employees Unionized (Code: ES045) = 35,FCX US Equity,Freeport-McMoRan Inc,2017,ES045,Pct Employees Unionized,35,ES
FCX US Equity_2017_ES057,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Health and Safety Policy (Code: ES057) = True,FCX US Equity,Freeport-McMoRan Inc,2017,ES057,Health and Safety Policy,True,ES
FCX US Equity_2017_ES059,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Human Rights Policy (Code: ES059) = True,FCX US Equity,Freeport-McMoRan Inc,2017,ES059,Human Rights Policy,True,ES
FCX US Equity_2017_ES077,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: GHG Scope 2 Location-Based (Code: ES077) = 3115.66,FCX US Equity,Freeport-McMoRan Inc,2017,ES077,GHG Scope 2 Location-Based,3115.66,ES
FCX US Equity_2017_ES088,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Biodiversity Policy (Code: ES088) = True,FCX US Equity,Freeport-McMoRan Inc,2017,ES088,Biodiversity Policy,True,ES
FCX US Equity_2017_ES092,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Lost Time Incident Rate - Employees (Code: ES092) = 0.44,FCX US Equity,Freeport-McMoRan Inc,2017,ES092,Lost Time Incident Rate - Employees,0.44,ES
FCX US Equity_2017_ES105,"Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Climate Change Opportunities
  Discussed (Code: ES105) = False",FCX US Equity,Freeport-McMoRan Inc,2017,ES105,"Climate Change Opportunities
  Discussed",False,ES
FCX US Equity_2017_ES106,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Risks of Climate Change Discussed (Code: ES106) = True,FCX US Equity,Freeport-McMoRan Inc,2017,ES106,Risks of Climate Change Discussed,True,ES
FCX US Equity_2017_ES121,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Total Recordable Incident Rate - Employees (Code: ES121) = 0.8,FCX US Equity,Freeport-McMoRan Inc,2017,ES121,Total Recordable Incident Rate - Employees,0.8,ES
FCX US Equity_2017_ES197,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Anti-Bribery Ethics Policy (Code: ES197) = True,FCX US Equity,Freeport-McMoRan Inc,2017,ES197,Anti-Bribery Ethics Policy,True,ES
FCX US Equity_2017_ES247,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Water Policy (Code: ES247) = True,FCX US Equity,Freeport-McMoRan Inc,2017,ES247,Water Policy,True,ES
FCX US Equity_2017_ES255,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: GHG Scope 2 Market-Based (Code: ES255) = 3691.12,FCX US Equity,Freeport-McMoRan Inc,2017,ES255,GHG Scope 2 Market-Based,3691.12,ES
FCX US Equity_2017_ES260,"Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Lost Time Incident Rate -
  Contractors (Code: ES260) = 0.27",FCX US Equity,Freeport-McMoRan Inc,2017,ES260,"Lost Time Incident Rate -
  Contractors",0.27,ES
FCX US Equity_2017_ES261,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Total Recordable Incident Rate - Contractors (Code: ES261) = 0.65,FCX US Equity,Freeport-McMoRan Inc,2017,ES261,Total Recordable Incident Rate - Contractors,0.65,ES
FCX US Equity_2017_ES267,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Mining Overburden (Code: ES267) = 154000,FCX US Equity,Freeport-McMoRan Inc,2017,ES267,Mining Overburden,154000,ES
FCX US Equity_2017_ES268,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Tailings Waste (Code: ES268) = 298000,FCX US Equity,Freeport-McMoRan Inc,2017,ES268,Tailings Waste,298000,ES
FCX US Equity_2017_F0947,"Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Scope 1 Greenhouse Gas / Carbon
  Dioxide Emissions (Code: F0947) = 1.79",FCX US Equity,Freeport-McMoRan Inc,2017,F0947,"Scope 1 Greenhouse Gas / Carbon
  Dioxide Emissions",1.79,ES
FCX US Equity_2017_F0949,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Sulphur Dioxide / Sulphur Oxide Emissions (Code: F0949) = 11.1,FCX US Equity,Freeport-McMoRan Inc,2017,F0949,Sulphur Dioxide / Sulphur Oxide Emissions,11.1,ES
FCX US Equity_2017_F1442,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Fatality Rate - Employees (Code: F1442) = 0.12,FCX US Equity,Freeport-McMoRan Inc,2017,F1442,Fatality Rate - Employees,0.12,ES
FCX US Equity_2017_F1443,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Fatality Rate - Contractors (Code: F1443) = 0.07,FCX US Equity,Freeport-McMoRan Inc,2017,F1443,Fatality Rate - Contractors,0.07,ES
FCX US Equity_2017_F1588,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Percent Water Recycled Derived (Code: F1588) = 82.37,FCX US Equity,Freeport-McMoRan Inc,2017,F1588,Percent Water Recycled Derived,82.37,ES
FCX US Equity_2017_RX389,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Fatality Rate - Workforce (Code: RX389) = 0.09,FCX US Equity,Freeport-McMoRan Inc,2017,RX389,Fatality Rate - Workforce,0.09,ES
FCX US Equity_2017_SA011,"Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Percentage Renewable Energy
  Consumed (Code: SA011) = 17.98",FCX US Equity,Freeport-McMoRan Inc,2017,SA011,"Percentage Renewable Energy
  Consumed",17.98,ES
FCX US Equity_2017_SA016,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Percentage of Hazardous Waste (Code: SA016) = 0.02,FCX US Equity,Freeport-McMoRan Inc,2017,SA016,Percentage of Hazardous Waste,0.02,ES
FCX US Equity_2017_SA017,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Near Miss Frequency Rate for Employees (Code: SA017) = 2.69,FCX US Equity,Freeport-McMoRan Inc,2017,SA017,Near Miss Frequency Rate for Employees,2.69,ES
FCX US Equity_2017_SA018,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Near Miss Frequency Rate for Contractors (Code: SA018) = 1.44,FCX US Equity,Freeport-McMoRan Inc,2017,SA018,Near Miss Frequency Rate for Contractors,1.44,ES
FCX US Equity_2017_SA023,"Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Percentage of Hazardous Waste
  Recycled (Code: SA023) = 36.06",FCX US Equity,Freeport-McMoRan Inc,2017,SA023,"Percentage of Hazardous Waste
  Recycled",36.06,ES
FCX US Equity_2017_SA027,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Closure and Remediation Policy (Code: SA027) = False,FCX US Equity,Freeport-McMoRan Inc,2017,SA027,Closure and Remediation Policy,False,ES
FCX US Equity_2017_SA028,"Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Mineral Waste Acid Rock Drain
  Policy (Code: SA028) = False",FCX US Equity,Freeport-McMoRan Inc,2017,SA028,"Mineral Waste Acid Rock Drain
  Policy",False,ES
FCX US Equity_2017_SA029,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Indigenous Rights Policy (Code: SA029) = True,FCX US Equity,Freeport-McMoRan Inc,2017,SA029,Indigenous Rights Policy,True,ES
FCX US Equity_2017_SA030,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Critical Materials Policy (Code: SA030) = False,FCX US Equity,Freeport-McMoRan Inc,2017,SA030,Critical Materials Policy,False,ES
FCX US Equity_2017_SA035,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: International Council Metals and Mining Membership (Code: SA035) = True,FCX US Equity,Freeport-McMoRan Inc,2017,SA035,International Council Metals and Mining Membership,True,ES
FCX US Equity_2017_SA036,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Extractive Industries Transparency Init (Code: SA036) = True,FCX US Equity,Freeport-McMoRan Inc,2017,SA036,Extractive Industries Transparency Init,True,ES
FCX US Equity_2017_SA072,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Land Disturbed (Code: SA072) = 761,FCX US Equity,Freeport-McMoRan Inc,2017,SA072,Land Disturbed,761,ES
FCX US Equity_2017_SA073,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Land Restored (Code: SA073) = 65,FCX US Equity,Freeport-McMoRan Inc,2017,SA073,Land Restored,65,ES
FCX US Equity_2017_SA074,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Percentage of Land Restored (Code: SA074) = 8.54,FCX US Equity,Freeport-McMoRan Inc,2017,SA074,Percentage of Land Restored,8.54,ES
FCX US Equity_2017_SA083,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Climate Scenario Analysis (Code: SA083) = False,FCX US Equity,Freeport-McMoRan Inc,2017,SA083,Climate Scenario Analysis,False,ES
FCX US Equity_2017_SA084,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Internal Carbon Pricing (Code: SA084) = False,FCX US Equity,Freeport-McMoRan Inc,2017,SA084,Internal Carbon Pricing,False,ES
FCX US Equity_2017_SA093,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Percentage of Waste Recycled (Code: SA093) = 0.02,FCX US Equity,Freeport-McMoRan Inc,2017,SA093,Percentage of Waste Recycled,0.02,ES
FCX US Equity_2017_SA119,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Community Engagement Policy (Code: SA119) = True,FCX US Equity,Freeport-McMoRan Inc,2017,SA119,Community Engagement Policy,True,ES
FCX US Equity_2017_SA120,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Hazardous Waste Management Policy (Code: SA120) = False,FCX US Equity,Freeport-McMoRan Inc,2017,SA120,Hazardous Waste Management Policy,False,ES
FCX US Equity_2017_SA161,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: GHG Emissions Reduction Policy (Code: SA161) = False,FCX US Equity,Freeport-McMoRan Inc,2017,SA161,GHG Emissions Reduction Policy,False,ES
FCX US Equity_2017_SA162,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Air Pollution Reduction Policy (Code: SA162) = False,FCX US Equity,Freeport-McMoRan Inc,2017,SA162,Air Pollution Reduction Policy,False,ES
FCX US Equity_2017_SA201,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Total Recordable Incident Rate - Workforce (Code: SA201) = 0.74,FCX US Equity,Freeport-McMoRan Inc,2017,SA201,Total Recordable Incident Rate - Workforce,0.74,ES
FCX US Equity_2017_SA202,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Lost Time Incident Rate - Workforce (Code: SA202) = 0.37,FCX US Equity,Freeport-McMoRan Inc,2017,SA202,Lost Time Incident Rate - Workforce,0.37,ES
FCX US Equity_2017_SA207,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Near Miss Frequency Rate - Workforce (Code: SA207) = 2.88,FCX US Equity,Freeport-McMoRan Inc,2017,SA207,Near Miss Frequency Rate - Workforce,2.88,ES
FCX US Equity_2017_SA215,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Number of Significant Spills (Code: SA215) = 60,FCX US Equity,Freeport-McMoRan Inc,2017,SA215,Number of Significant Spills,60,ES
FCX US Equity_2017_SA245,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Grid Electricity Used (Code: SA245) = 8792.79,FCX US Equity,Freeport-McMoRan Inc,2017,SA245,Grid Electricity Used,8792.79,ES
FCX US Equity_2017_SA558,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Company Claims Science-Based Emissions Targets (Code: SA558) = False,FCX US Equity,Freeport-McMoRan Inc,2017,SA558,Company Claims Science-Based Emissions Targets,False,ES
FCX US Equity_2017_SA559,"Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2017: Company Claims Net Zero Emissions
  Target (Code: SA559) = False",FCX US Equity,Freeport-McMoRan Inc,2017,SA559,"Company Claims Net Zero Emissions
  Target",False,ES
FCX US Equity_2018_ES007,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Nitrogen Oxide Emissions (Code: ES007) = 41.5,FCX US Equity,Freeport-McMoRan Inc,2018,ES007,Nitrogen Oxide Emissions,41.5,ES
FCX US Equity_2018_ES009,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: VOC Emissions (Code: ES009) = 9.4,FCX US Equity,Freeport-McMoRan Inc,2018,ES009,VOC Emissions,9.4,ES
FCX US Equity_2018_ES010,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Carbon Monoxide Emissions (Code: ES010) = 109.7,FCX US Equity,Freeport-McMoRan Inc,2018,ES010,Carbon Monoxide Emissions,109.7,ES
FCX US Equity_2018_ES013,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Particulate Emissions (Code: ES013) = 17.3,FCX US Equity,Freeport-McMoRan Inc,2018,ES013,Particulate Emissions,17.3,ES
FCX US Equity_2018_ES014,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Total Energy Consumption (Code: ES014) = 27083.9,FCX US Equity,Freeport-McMoRan Inc,2018,ES014,Total Energy Consumption,27083.9,ES
FCX US Equity_2018_ES019,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Hazardous Waste (Code: ES019) = 98,FCX US Equity,Freeport-McMoRan Inc,2018,ES019,Hazardous Waste,98,ES
FCX US Equity_2018_ES020,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Total Waste (Code: ES020) = 695878,FCX US Equity,Freeport-McMoRan Inc,2018,ES020,Total Waste,695878,ES
FCX US Equity_2018_ES036,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Emissions Reduction Initiatives (Code: ES036) = True,FCX US Equity,Freeport-McMoRan Inc,2018,ES036,Emissions Reduction Initiatives,True,ES
FCX US Equity_2018_ES041,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Environmental Quality ManagementPolicy (Code: ES041) = True,FCX US Equity,Freeport-McMoRan Inc,2018,ES041,Environmental Quality ManagementPolicy,True,ES
FCX US Equity_2018_ES045,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Pct Employees Unionized (Code: ES045) = 33,FCX US Equity,Freeport-McMoRan Inc,2018,ES045,Pct Employees Unionized,33,ES
FCX US Equity_2018_ES057,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Health and Safety Policy (Code: ES057) = True,FCX US Equity,Freeport-McMoRan Inc,2018,ES057,Health and Safety Policy,True,ES
FCX US Equity_2018_ES059,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Human Rights Policy (Code: ES059) = True,FCX US Equity,Freeport-McMoRan Inc,2018,ES059,Human Rights Policy,True,ES
FCX US Equity_2018_ES088,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Biodiversity Policy (Code: ES088) = True,FCX US Equity,Freeport-McMoRan Inc,2018,ES088,Biodiversity Policy,True,ES
FCX US Equity_2018_ES092,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Lost Time Incident Rate - Employees (Code: ES092) = 0.34,FCX US Equity,Freeport-McMoRan Inc,2018,ES092,Lost Time Incident Rate - Employees,0.34,ES
FCX US Equity_2018_ES105,"Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Climate Change Opportunities
  Discussed (Code: ES105) = False",FCX US Equity,Freeport-McMoRan Inc,2018,ES105,"Climate Change Opportunities
  Discussed",False,ES
FCX US Equity_2018_ES106,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Risks of Climate Change Discussed (Code: ES106) = True,FCX US Equity,Freeport-McMoRan Inc,2018,ES106,Risks of Climate Change Discussed,True,ES
FCX US Equity_2018_ES121,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Total Recordable Incident Rate - Employees (Code: ES121) = 0.7,FCX US Equity,Freeport-McMoRan Inc,2018,ES121,Total Recordable Incident Rate - Employees,0.7,ES
FCX US Equity_2018_ES197,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Anti-Bribery Ethics Policy (Code: ES197) = True,FCX US Equity,Freeport-McMoRan Inc,2018,ES197,Anti-Bribery Ethics Policy,True,ES
FCX US Equity_2018_ES247,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Water Policy (Code: ES247) = True,FCX US Equity,Freeport-McMoRan Inc,2018,ES247,Water Policy,True,ES
FCX US Equity_2018_ES255,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: GHG Scope 2 Market-Based (Code: ES255) = 3164.82,FCX US Equity,Freeport-McMoRan Inc,2018,ES255,GHG Scope 2 Market-Based,3164.82,ES
FCX US Equity_2018_ES260,"Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Lost Time Incident Rate -
  Contractors (Code: ES260) = 0.33",FCX US Equity,Freeport-McMoRan Inc,2018,ES260,"Lost Time Incident Rate -
  Contractors",0.33,ES
FCX US Equity_2018_ES261,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Total Recordable Incident Rate - Contractors (Code: ES261) = 0.71,FCX US Equity,Freeport-McMoRan Inc,2018,ES261,Total Recordable Incident Rate - Contractors,0.71,ES
FCX US Equity_2018_ES267,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Mining Overburden (Code: ES267) = 371000,FCX US Equity,Freeport-McMoRan Inc,2018,ES267,Mining Overburden,371000,ES
FCX US Equity_2018_ES268,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Tailings Waste (Code: ES268) = 324000,FCX US Equity,Freeport-McMoRan Inc,2018,ES268,Tailings Waste,324000,ES
FCX US Equity_2018_F0947,"Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Scope 1 Greenhouse Gas / Carbon
  Dioxide Emissions (Code: F0947) = 4.96",FCX US Equity,Freeport-McMoRan Inc,2018,F0947,"Scope 1 Greenhouse Gas / Carbon
  Dioxide Emissions",4.96,ES
FCX US Equity_2018_F0949,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Sulphur Dioxide / Sulphur Oxide Emissions (Code: F0949) = 12.2,FCX US Equity,Freeport-McMoRan Inc,2018,F0949,Sulphur Dioxide / Sulphur Oxide Emissions,12.2,ES
FCX US Equity_2018_F1442,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Fatality Rate - Employees (Code: F1442) = 0.04,FCX US Equity,Freeport-McMoRan Inc,2018,F1442,Fatality Rate - Employees,0.04,ES
FCX US Equity_2018_F1588,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Percent Water Recycled Derived (Code: F1588) = 81.6,FCX US Equity,Freeport-McMoRan Inc,2018,F1588,Percent Water Recycled Derived,81.6,ES
FCX US Equity_2018_F1589,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Water Consumption Derived (Code: F1589) = 204437,FCX US Equity,Freeport-McMoRan Inc,2018,F1589,Water Consumption Derived,204437,ES
FCX US Equity_2018_RX389,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Fatality Rate - Workforce (Code: RX389) = 0.01,FCX US Equity,Freeport-McMoRan Inc,2018,RX389,Fatality Rate - Workforce,0.01,ES
FCX US Equity_2018_SA016,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Percentage of Hazardous Waste (Code: SA016) = 0.01,FCX US Equity,Freeport-McMoRan Inc,2018,SA016,Percentage of Hazardous Waste,0.01,ES
FCX US Equity_2018_SA017,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Near Miss Frequency Rate for Employees (Code: SA017) = 1.64,FCX US Equity,Freeport-McMoRan Inc,2018,SA017,Near Miss Frequency Rate for Employees,1.64,ES
FCX US Equity_2018_SA018,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Near Miss Frequency Rate for Contractors (Code: SA018) = 1.38,FCX US Equity,Freeport-McMoRan Inc,2018,SA018,Near Miss Frequency Rate for Contractors,1.38,ES
FCX US Equity_2018_SA021,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Number of Environmental Incidents (Code: SA021) = 13,FCX US Equity,Freeport-McMoRan Inc,2018,SA021,Number of Environmental Incidents,13,ES
FCX US Equity_2018_SA023,"Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Percentage of Hazardous Waste
  Recycled (Code: SA023) = 49.08",FCX US Equity,Freeport-McMoRan Inc,2018,SA023,"Percentage of Hazardous Waste
  Recycled",49.08,ES
FCX US Equity_2018_SA027,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Closure and Remediation Policy (Code: SA027) = False,FCX US Equity,Freeport-McMoRan Inc,2018,SA027,Closure and Remediation Policy,False,ES
FCX US Equity_2018_SA028,"Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Mineral Waste Acid Rock Drain
  Policy (Code: SA028) = False",FCX US Equity,Freeport-McMoRan Inc,2018,SA028,"Mineral Waste Acid Rock Drain
  Policy",False,ES
FCX US Equity_2018_SA029,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Indigenous Rights Policy (Code: SA029) = True,FCX US Equity,Freeport-McMoRan Inc,2018,SA029,Indigenous Rights Policy,True,ES
FCX US Equity_2018_SA030,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Critical Materials Policy (Code: SA030) = False,FCX US Equity,Freeport-McMoRan Inc,2018,SA030,Critical Materials Policy,False,ES
FCX US Equity_2018_SA035,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: International Council Metals and Mining Membership (Code: SA035) = True,FCX US Equity,Freeport-McMoRan Inc,2018,SA035,International Council Metals and Mining Membership,True,ES
FCX US Equity_2018_SA036,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Extractive Industries Transparency Init (Code: SA036) = True,FCX US Equity,Freeport-McMoRan Inc,2018,SA036,Extractive Industries Transparency Init,True,ES
FCX US Equity_2018_SA069,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Number of Significant Environmental Incidents (Code: SA069) = 1,FCX US Equity,Freeport-McMoRan Inc,2018,SA069,Number of Significant Environmental Incidents,1,ES
FCX US Equity_2018_SA072,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Land Disturbed (Code: SA072) = 971,FCX US Equity,Freeport-McMoRan Inc,2018,SA072,Land Disturbed,971,ES
FCX US Equity_2018_SA073,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Land Restored (Code: SA073) = 80,FCX US Equity,Freeport-McMoRan Inc,2018,SA073,Land Restored,80,ES
FCX US Equity_2018_SA074,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Percentage of Land Restored (Code: SA074) = 8.24,FCX US Equity,Freeport-McMoRan Inc,2018,SA074,Percentage of Land Restored,8.24,ES
FCX US Equity_2018_SA083,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Climate Scenario Analysis (Code: SA083) = False,FCX US Equity,Freeport-McMoRan Inc,2018,SA083,Climate Scenario Analysis,False,ES
FCX US Equity_2018_SA084,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Internal Carbon Pricing (Code: SA084) = False,FCX US Equity,Freeport-McMoRan Inc,2018,SA084,Internal Carbon Pricing,False,ES
FCX US Equity_2018_SA093,Company: Freeport-McMoRan Inc (Ticker: FCX US Equity) in 2018: Percentage of Waste Recycled (Code: SA093) = 0.02,FCX US Equity,Freeport-McMoRan Inc,2018,SA093,Percentage of Waste Recycled,0.02,ES
